0	14.8467107
0.000326016	14.8467107
0.001392679	14.8467107
0.003373663	14.8467107
0.006430897	14.8467107
0.010699475	14.8467107
0.016293523	14.8467107
0.023311563	14.8467107
0.031840553	14.8467107
0.04195725	14.8467107
0.053731285	14.84685917
0.067225015	14.84685917
0.082494857	14.84700764
0.099592478	14.84700764
0.11856405	14.84715611
0.139452036	14.84730457
0.162295333	14.84760151
0.187126457	14.84789844
0.213978218	14.84819538
0.24287734	14.84864078
0.273849064	14.84923465
0.306915658	14.84982851
0.342094939	14.85071932
0.379403238	14.85161012
0.418856887	14.85264939
0.460463309	14.85383713
0.504234382	14.8553218
0.550174559	14.85695493
0.598291263	14.85873654
0.648584496	14.86081508
0.701055741	14.86333902
0.755703514	14.86601143
0.812524845	14.86898077
0.871513796	14.87224705
0.932662943	14.87610719
0.995964864	14.8801158
1.06140768	14.88471828
1.128978029	14.88976617
1.198664035	14.89511098
1.270449366	14.90119813
1.344316206	14.90773069
1.420245254	14.91485711
1.498211271	14.92242893
1.578205348	14.93089155
1.660188884	14.93979958
1.744147033	14.94944994
1.830050102	14.95999111
1.917868395	14.97112614
2.007572221	14.98300351
2.099131886	14.99592015
2.19250285	15.00943065
2.287655419	15.02398043
2.3845599	15.03942101
2.483171752	15.05590086
2.583446436	15.07327151
2.685354259	15.09153296
2.788835832	15.11098215
2.893861464	15.13147062
3.00035692	15.15299835
3.108292506	15.17571381
3.217608837	15.19961702
3.328261372	15.22455949
3.440161031	15.25083817
3.55327812	15.27815612
3.667553252	15.30681027
3.782882501	15.33680062
3.899236172	15.36783025
4.016525187	15.40034455
4.134675311	15.43404658
4.253597464	15.46908482
4.373217412	15.50545926
4.493460922	15.54302144
4.61420922	15.58191982
4.735388073	15.6221544
4.856878706	15.66357673
4.978577194	15.70633525
5.100379609	15.75028152
5.161162042	15.77270005
5.22215233	15.79541552
5.282741756	15.81827945
5.343761737	15.84173726
5.40414331	15.86519506
5.465089057	15.88909826
5.525262776	15.91314993
5.585970976	15.93764701
5.64593684	15.96214408
5.706259026	15.98708655
5.766017036	16.01217749
5.825789894	16.0374169
5.944370572	16.08863805
6.061808054	16.14060154
6.177909331	16.1931589
6.292407164	16.24616166
6.405078852	16.29946135
6.515612613	16.35276104
6.62372636	16.4062092
6.729034079	16.45921195
6.831149756	16.51162084
6.929613141	16.56313893
7.023860061	16.61332081
7.113252106	16.66172109
7.196972707	16.70774589
7.274056829	16.75080135
7.343138574	16.7898482
7.402362103	16.8236987
7.448698687	16.85042278
7.474264723	16.86526949
7.530162589	16.89808072
7.585926834	16.93104042
7.641542613	16.96429705
7.653642682	16.97157194
9.753234816	18.26279037
13.8727071	20.89451831
19.57449726	24.61569788
26.68740789	29.25217717
35.11588556	34.6350006
44.81167845	40.62045202
55.75355577	47.09614183
67.92934322	53.9741775
81.33280518	61.18596722
95.9605269	68.67806284
111.807609	76.40592423
128.8698943	84.33273154
147.1576272	92.43339384
166.6409656	100.6703489
187.3417344	109.0312741
209.2539947	117.4946415
232.3822006	126.0441199
256.7278368	134.6657532
282.2463632	143.3304421
309.0238906	152.0525877
336.9520381	160.7883923
366.128794	169.5568596
396.5333728	178.338689
428.0885718	187.1071563
460.865655	195.869685
494.8586838	204.6188516
530.0632043	213.3457482
566.4792163	222.0414666
604.1082046	230.7000683
642.9561078	239.3170992
683.0377727	247.8881053
724.3160824	256.4012092
766.6960181	264.8311715
810.3230776	273.201747
855.2299234	281.5129357
901.4046784	289.7587988
948.5385309	297.8799496
997.0204647	305.9402288
1046.859388	313.9322132
1097.541604	321.7772151
1149.683252	329.5598609
1202.954735	337.2341256
1257.563906	344.8148561
1313.280642	352.2738436
1370.191054	359.6185114
1428.247631	366.8429208
1487.491945	373.9470719
1547.932905	380.9309646
1609.531907	387.7901449
1672.333494	394.5231282
1736.30797	401.1269451
1801.455337	407.5986263
1867.716207	413.9322331
1935.120273	420.1277655
2003.311215	426.1614687
2073.075909	432.0927297
2143.924413	437.8755235
2215.708259	443.5039115
2289.199477	449.0268879
2362.928242	454.343495
2438.45346	459.5635985
2514.780399	464.6099954
2592.116915	469.5079253
2671.22019	474.2915355
2750.353158	478.8672917
2831.208344	483.330213
2913.162188	487.6402131
2995.680206	491.7765067
3079.920442	495.7940266
3164.680314	499.6319013
3250.449761	503.3227936
3337.926581	506.8874888
3425.44794	510.2636309
3514.364891	513.5076371
3604.781359	516.6165384
3695.168134	519.542825
3787.08412	522.34143
3880.172996	524.9960219
3973.469726	527.4872999
4068.280821	529.8494116
4163.878791	532.0600868
4260.011243	534.126749
4357.598672	536.0627601
4455.542423	537.8488193
4554.391822	539.5042276
4654.532886	541.0289848
4754.71849	542.4126982
4856.180911	543.6746686
4958.252047	544.805988
5060.991285	545.8155643
5164.680713	546.7048823
5268.771001	547.4769112
5373.766939	548.1361052
5479.237972	548.6854335
5585.391954	549.1308348
5692.139804	549.4752785
5799.303362	549.7276726
5907.105328	549.8924711
6015.323002	549.978582
6123.896998	549.9993674
